Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
C1,1,100nF,C_Disc_D3.0mm_W2.0mm_P2.50mm,,,,tht,Unpolarized capacitor
J1,1,EXL100 Cartridge,EXL100_Cartridge,,,,tht,
U1,1,27C256,DIP-28_W15.24mm,,,,tht,OTP EPROM 256 KiBit
